Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.000975791,0.00638327,0.031319638,0.061466899,0.090480245,0.147987377,0.290445278,0.6412650375,0.8389456115,2.719999715,4.037885107,11.92,12.75,13.66,16.03,18.01,20,21.6,25.6,26.4,29.4,33.89460391,37.81938343,41.24806709,44.95020425,46.92433809,
Euro area,EMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0725336594,0.1691806081,0.3257769791,0.4692070076,0.8468331452,1.700748145,2.880561864,5.097878479,8.004277114,15.19861238,22.46611132,27.30775995,35.08328249,42.00906976,47.37339122,51.1540401,54.84045854,61.31208095,64.79625185,67.10576869,71.02755155,72.01410264,74.11900702,75.85028779,77.08909361,77.47253588,77.98945493,79.66087356,83.77847588,
Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0.009017718,0.008774236,0.025495028,0.1367119411,0.1578152893,0.2270901376,,,,,0.41,0.47,0.54,0.61,0.7,0.8,0.9,0.99,1.083733116,1.17711872,1.30890698,,
Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012873564,0.025686194,0.076845453,0.127689668,0.280069738,0.380800728,1.331847404,2.803319625,4.361892394,7.085039678,13.62496081,18.14872269,20.39,39.93,44.01,47.88,50.37,55.11,59.6,62.4,65.8,67.08999939,69.80999994,71.635,76.19,78.6896,80.56133294,84.6022428,86.10723553,
Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.065484797,0.300711282,1.159750913,2.778968489,3.525111129,5.706276548,10.79603483,14.50089724,28.57695381,31.52748977,41.52,45.32,53.2,61.45,63.51,66.19,70.58,72.5,74.1,76.5,78.38992593,80.0043,84.24152803,88.4097035,87.24023275,88.10245687,89.35700777,
Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0000175,0.001703448,0.00496672,0.009663517,0.012541599,0.01526376721,0.03716238107,0.07240226187,0.1058116588,0.1553345208,0.219659819,0.3105926569,0.37,0.45,0.54,0.75,1.1,2.9,4.6,7.7,13.85517556,15.36692386,18.61805145,,
European Union,EUU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06919651816,0.1716110465,0.3100573607,0.4335890142,0.8266178973,1.580468525,2.804913665,5.113750128,8.41547339,14.55664152,20.51789882,25.2735962,35.08582366,41.7917341,46.79274886,50.94901905,54.54535814,60.32845905,64.25853424,67.32112987,70.75468294,71.65900827,73.85313847,75.69435763,77.303943,77.77279989,79.23845795,80.82977855,84.04980528,
Fragile and conflict affected situations,FCS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03969190241,0.0813912594,0.1407687684,0.2791214456,0.2660065971,0.5431821577,0.7702523457,1.08123111,1.509249409,1.94188663,3.140782542,3.076381662,3.983882648,6.132845616,6.965264166,8.562306015,10.40003659,12.50175284,19.61904771,17.13823905,22.2626942,,
Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40108767,1.397439332,1.88687977,2.568461349,4.915098554,13.90030389,16.78007526,19.4586828,25.45252493,32.29509229,37.24846174,43.10536335,62.43,69.22,72.39,74.48,79.66,80.78,83.67,82.49,86.89,88.70999491,89.87999797,91.5144,86.53039275,86.42213333,87.70364996,87.46892907,88.88996,
Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.006678447,0.007907399,0.009115343,0.064437142,0.223454842,0.633167865,0.942462063,1.496854734,1.857978594,6.1526497,6.725434738,7.412943485,8.453636634,9.6000384,10.89783105,13,17,20,28,33.74235675,35.2,37.4,42.5,46.50697831,49.96637301,,
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052777862,0.140113895,0.279049463,0.590619383,0.899867425,1.637947245,2.584033979,4.255003872,6.319778722,9.125317889,14.30792394,26.32590355,30.18,36.14,39.15,42.87,46.87,66.09,70.68,71.58,77.28,77.81999899,81.44,81.9198,83.75,78.01,79.26981132,80.50245972,82.04318678,
Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,2.318786811,4.601297566,11.33786848,22.29753835,32.91639236,43.24698352,53.29922183,58.91264097,66.53359947,67.90263174,69.35944512,75.98,75.57,75.18,75.2,80.7321728,85.33518924,90,93.3,94.2,95.10868167,97.58195894,,
"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.278037795,0.570676845,1.858718785,2.797594069,3.734862137,4.660527199,5.570099705,9.2325021,11.01786731,11.8813691,12.75033925,13.62113273,14.49,15.35,20,22.8,25.974423,27.8,29.65,31.50108128,33.35216255,35.30405287,,
Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0.047999009,0.17012488,0.249009564,1.216140618,1.347620222,1.939530106,2.659586594,2.9790698,4.89326475,5.489200803,5.767004576,7.5,9.5,13,18,24,30.53803344,38.07120929,45.78453653,48.05227375,62,,
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087355319,0.174230922,0.260615159,0.519762001,1.036609166,1.895168284,4.123650336,7.385398957,13.6699831,21.29363827,26.82175435,33.48109487,56.48,64.82,65.61,70,68.82,75.09,78.39,83.56,85,85.37999855,87.47999842,89.8441,91.61,92.0003,94.77580063,94.62,94.89674176,
Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.011836885,0.040065419,0.060930333,0.102830957,0.416343567,0.4847462985,0.9923444361,1.58787563,2.558816481,3.886221354,6.079457629,7.526876845,8.26,10.01,20.07,26.9,31.52,36.94,43.3,44,47.56975964,58.45928961,59.7055046,62.71790817,
Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.000347918,0.005648763,0.027537542,0.032240443,0.104895466,0.1536152976,0.2000080603,0.8302840338,1.193057911,1.716797704,1.831197461,2.723175973,3.85,4.27,5.44,7.8,9,10.6,15,25.51773743,25,34.66600065,39,,
Gibraltar,GIB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2.662907268,4.183794329,5.936978297,19.13163812,21.17110944,23.67023975,28.32577979,32.88608261,39.07013088,45.29864751,51.61,58,65.07,65,65,65.017,,,,94.44447158,,,
Guinea,GIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.000138318,0.000668589,0.001948942,0.003803109,0.006203369,0.060808919,0.09542492361,0.1755418685,0.4020227487,0.4509603708,0.5088193323,0.542254181,0.637492123,0.7800252791,0.92,0.94,1,2,3.1,4.5,6.4,8.2,9.8,18,,
"Gambia, The",GMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.009217541,0.03550736,0.051311347,0.206094461,0.715827015,0.9217949191,1.336791166,1.796779883,2.436781193,3.308003478,3.799001139,5.237691158,6.205037419,6.88,7.63,9.2,10.8703,12.44922872,14,15.56,16.5,18.5,19.83645444,,
Guinea-Bissau,GNB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.016389063,0.024060421,0.117702448,0.2301031706,0.2995691447,1.022993234,1.354197478,1.808142203,1.901365316,2.057196705,2.206302237,2.354888711,2.303280592,2.45,2.672,2.893990621,3.1,3.32,3.540706917,3.761413832,3.930509152,,
Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.041462292,0.094423774,0.097415945,0.1323546651,0.1652604229,0.3211979972,0.520524272,0.8439302846,1.149789671,1.279193596,1.557123059,1.82,2.13,6,11.5,13.94318219,16.4,18.86,21.31999999,23.77999997,26.23999996,,
Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.048788803,0.048291602,0.191062242,0.378174312,0.749616477,1.395360779,1.849634688,3.221821786,6.877292144,9.138837308,10.93502581,14.67,17.8,21.42,24,32.25,35.88,38.2,42.4,44.4,51.64999517,55.06999344,59.8663,63.21,66.835,69.08791547,70.54943345,72.9520942,
Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298032982,0.990883868,1.484854484,2.473166147,4.063907991,5.128103982,14.75884055,18.64518218,19.57062058,20.48780488,21.39599117,22.29,23.18,24.05,27,30,32,35,51.6,53.81,55.85640782,59.07173536,,
Greenland,GRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.064712121,0.053940342,1.796719191,7.954504682,14.65444717,21.60261331,31.74781123,35.46413689,44.15478903,54.53425983,56.09901476,57.7034045,59.36168727,61.07,62.82,62.83,63,64,64.8960101,65.8,66.7,67.60044348,68.50087368,69.48246178,,
Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.002998005,0.019534871,0.095476021,0.466590444,0.592652945,0.7123329045,1.738201782,3.39174627,4.548854908,5.1,5.7,6.5,7.3,8.3,9.3,10.5,12.3,16,19.7,23.4,28.80594156,34.50932609,65,,
Guam,GUM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.34845391,0.659530909,1.356106888,2.344571647,4.50128419,8.497176323,16.11312704,25.38022753,31.19229426,33.71668179,36.16178784,38.55987756,43.851443,46.15047362,48.41870215,50.64202838,54.04,57.7,61.53415931,65.4,69.27,73.13999995,77.00999989,80.50546556,,
Guyana,GUY,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.065854115,0.131828033,0.26408811,3.966354735,6.611491566,13.2069865,,,,,,13.8,18.2,23.9,29.9,30,30.5,31,32,34,35.66,37.32583679,,
High income,HIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2603053112,0.4596143463,0.715642001,0.9946365764,1.984656897,3.637898009,6.628808816,10.46559023,15.72343768,22.72043078,30.47747354,36.54707645,44.96708252,49.68604322,54.86800037,58.55929264,61.27713141,66.67371167,68.79588846,70.04917818,72.14651373,72.70372808,75.38894162,76.75352277,78.406399,79.80054281,84.16797688,85.01577291,,
"Hong Kong SAR, China",HKG,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.120955444,0.849527883,1.334568031,2.784198266,3.218635643,4.748838672,10.51875705,14.54597958,21.23068197,27.82776068,38.67140323,43.08238303,52.20004335,56.39988039,56.9,60.8,64.8,66.7,69.4,72,72.2,72.9,74.2,79.86627043,84.94835296,87.47941467,89.41594465,90.50739533,
Honduras,HND,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.036775252,0.043711246,0.170996468,0.301247214,0.573575476,1.203855999,1.415281931,2.597402597,4.8,5.6,6.5,7.8,9.4,9.6,9.8,11.09,15.9,18.12,17.8,19.08,27.1,29.5,31.7,,
Heavily indebted poor countries (HIPC),HPC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008777943111,0.02400630667,0.0439817306,0.1070096915,0.1740228515,0.2579601428,0.3959411584,0.6064329214,0.9168818625,1.214381552,1.558360149,2.429002955,2.513451663,3.12705313,4.731183375,5.338316552,6.608326674,8.070535463,10.40152571,14.64335529,15.3506985,19.35283859,,
Croatia,HRV,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.097213389,0.268318997,0.51402859,0.858982368,1.729609312,3.273220279,4.405359119,6.644882544,11.55857318,17.76,22.75,30.91,33.14,37.98,41.44,44.24,50.58,56.55,57.78997899,61.93997315,66.7476,68.57,69.8031,72.69726967,67.09619204,75.29462599,
Haiti,HTI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.007484253,,0.023999477,0.070658478,0.2312707146,0.3408323262,0.8934329883,1.647358346,5.401261908,6.376201635,6.796000481,7.2,7.6,8.1,8.37,9,9.8,10.6,11.4,12.1977,12.23260161,12.32610358,32.47362713,
Hungary,HUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00338263,0.048353421,0.193414395,0.483580975,0.677486054,0.969239536,1.942449872,3.894643278,5.857840749,6.999676351,14.5285543,16.67,21.63,27.74,38.97,47.06,53.3,61,62,65,68.01998789,70.57999815,72.6439,75.65319745,72.8347,79.25941213,76.75054712,76.07436064,
IBRD only,IBD,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008097922587,0.01904400698,0.05122740133,0.110030237,0.2177968859,0.4924765359,0.9665050756,1.866637711,2.684696604,4.48906319,5.765779492,7.375192667,8.681531935,10.51634479,13.73614074,16.95387006,20.29754393,24.82871657,28.31736277,32.10113922,35.16657976,38.86349743,40.02224684,43.91361957,50.16518953,,
IDA & IBRD total,IBT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01846893352,0.04601803958,0.09310318263,0.1793119114,0.4020132569,0.7815042968,1.561297671,2.190866779,3.670808641,4.784328111,6.124623969,7.245527742,8.870510447,11.45878308,14.10094758,16.83444898,20.57022234,23.40483921,26.58998277,29.27595272,32.72050431,34.69139606,37.5202087,43.32328727,,
IDA total,IDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005965738618,0.01851552041,0.03626198889,0.07941823038,0.1692099818,0.3885293941,0.7228496105,1.291259164,1.720264094,2.234326972,2.95725478,3.759843438,4.268120032,5.051245976,6.500874204,7.516377427,9.006529484,10.81614504,13.71790429,18.4100261,18.24760825,22.99643031,,
IDA blend,IDB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007256883319,0.02610288974,0.0466484013,0.08576633289,,0.7333914411,1.446053995,2.782236567,3.591004726,4.548066929,5.617488744,6.385892314,7.133052253,8.122496055,9.559415299,11.22719292,13.17006184,15.38216157,17.72573165,24.60294577,20.80293408,28.36006446,,
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.001059744,0.026109477,0.056623989,0.194910264,0.255306646,0.444415936,0.9255638645,2.018613859,2.134135733,2.38701978,2.600285876,3.602024763,4.764813134,5.786274729,7.917479385,6.92,10.92,12.28,14.52,14.94,17.14,21.97606771,25.4473537,32.2924419,39.90463865,
IDA only,IDX,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01403988659,0.03032509799,0.0760763534,0.1408867299,0.2125103572,0.3530105271,0.5340469123,0.7713086654,1.053922572,1.514952868,2.423512044,2.735738053,3.406963138,4.903119472,5.601300965,6.854645784,8.478108464,11.66318157,15.23222663,16.93567254,20.24685254,,
Isle of Man,IMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.000111308,0.000218176,0.001069562,0.026228879,0.046333977,0.070767849,0.139027329,0.273224277,0.5275324499,0.660146377,1.537875582,1.686489971,1.976136492,2.388075,2.805499865,3.95,4.38,5.12,7.5,10.07,12.58006091,15.1,21,17,22,34.45,,
Not classified,INX,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.056796044,0.169686377,0.281141005,0.558377222,1.108386328,2.199301832,4.08825507,8.096010043,10.93380859,17.85046724,23.13881219,25.85,34.31,36.99,41.61,54.82,61.15832455,65.34,67.38,69.85,74.88997297,76.91999254,78.2477,83.49172234,83.49479167,85.01113212,84.11400706,84.52230206,
"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.000408332,0.004179752,0.01582608,0.046756094,0.099815221,0.378569095,0.93419002,1.484221332,4.626175115,6.933721953,7.49,8.1,8.76,9.47,12.02,13.8,15.9,19,22.73,29.95,39.35,45.33497588,53.22677167,64.04397362,70.00455222,
Iraq,IRQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.1,0.5,0.6,0.9,0.9,0.9523442438,0.93,1,1.06,2.5,5,7.1,9.2,13.21,58,21.23,49.35999889,75.00000131,
Iceland,ISL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.505129002,1.53916008,2.667825265,6.794811784,11.2158757,14.80647932,27.47886875,36.2642065,41.29456671,44.47053382,49.39299537,79.12,83.14,83.88,87,89.51,90.6,91,93,93.39,94.8196868,96.20979955,96.5468,98.16,98.2,98.2400163,98.26,99.01095399,
Israel,ISR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110773866,0.2146241,0.310579197,0.398833333,0.57696646,0.93042297,2.1683676,4.399405482,10.30706995,13.43612191,20.87379,17.37862386,17.76459906,19.59339366,22.77048553,25.19404242,27.88107446,48.12806219,59.39,63.12,67.5,68.87387799,70.8,70.25031195,75.01775316,77.35208966,79.65312418,81.58118359,83.73313906,
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017544562,0.035063256,0.070053433,0.122462053,0.192304619,0.524412787,1.023289903,2.276737834,4.558519565,14.37841019,23.11087424,27.22211698,28.04,29.04,33.24,35,37.99,40.79,44.53,48.83,53.68,54.3899983,55.82999799,58.4593,55.63846022,58.14173496,61.32425277,63.077347,74.38718292,
Jamaica,JAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.036817104,0.109487986,0.591145842,0.797797441,1.978726318,2.355688556,3.115778027,3.863020387,6.1,7.8,10,12.8,16.4,21.1,23.6,24.3,27.67,37.43861341,33.79,37.1,40.4027351,42.22122119,44.36685637,55.07206705,,
Jordan,JOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.02323392,0.044938549,0.599341106,1.305888264,2.526965353,2.623275422,4.705719581,6.025532412,8.466005016,11.65874137,12.93285205,13.86710879,20,23,26,27.2,34.9,37,41.4,46.2,60.11438269,62.30219257,66.79031443,,
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020293683,0.040438041,0.096678025,0.401277526,0.799684291,1.594363148,4.372981968,9.16307714,13.41404088,21.39129031,29.99074036,38.53206086,46.59420112,48.43526589,62.39392963,66.9210661,68.68527032,74.3,75.4,78,78.21,79.05411352,79.4964,88.21942891,89.10683302,91.05802839,93.18272128,84.58806583,91.28160849,
Kazakhstan,KAZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.000521079,0.011302355,0.031824512,0.064596754,0.131069604,0.464277218,0.6685944026,1.006124211,1.674770995,2.000414753,2.650394657,2.961707492,3.268369051,4.02,11,18.2,31.6,50.6,61.90662747,63.30422443,66,70.8299336,74.58772647,76.42674823,78.90391906,
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.000727482,0.008839115,0.034406051,0.050261388,0.114256028,0.3180597136,0.6197822662,1.207773885,2.941902861,3.023528042,3.101897702,3.6,4.4,5.2,6.1,7.2,8.8,10.5,13,16.5,16.58785485,16.6,17.82710021,,
Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0.072808334,0.20471135,1.041401145,3.002941327,2.99926518,3.908766268,5.090385307,10.53380134,12.306907,14.03,15.7,16,16.3,17.5,19.8,23,28.3,30.24704278,37,38,,
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.005844911,0.016324986,0.031969578,0.04702264007,0.07695605555,0.2269832377,0.2605701976,0.3004366444,0.3173217811,0.4683567201,0.49,0.51,0.53,1.26,3.1,4.94,6.8,14,6.43319107,32.39845171,32.44694856,40,
Kiribati,KIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0.616545618,1.211577838,1.785225474,2.337458948,2.5,3,3.5,4,4.5,6,7,8.97,9.07,10,10.74679768,11.5,12.25,12.99748389,13.7,14.58181818,,
St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.945569823,2.258559942,3.343810607,4.400440044,5.86281024,7.714726556,21.15238176,22.96978429,24.73767754,34,38.5,43.5,49.2,55.7,63,63.2,64,64.6,68,75.7,76.81767491,80.71019081,,
"Korea, Rep.",KOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023265092,0.046124435,0.098404337,0.249946523,0.311359364,0.81968667,1.624237192,3.600801564,6.781815468,23.55219445,44.7,56.6,59.4,65.5,72.7,73.5,78.1,78.8,81,81.6,83.7,83.75912015,84.07,84.77,87.55682649,89.9,92.84302568,95.06942188,96.02285958,
Kuwait,KWT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.091082245,0.147162703,0.202898433,0.855662317,2.174535859,3.052397455,4.756222209,6.731395768,8.551792434,10.24896793,22.40293838,22.92711204,25.92610837,28.79119795,34.8,42,50.8,61.4,65.76907069,70.45,75.46,78.7,72,78.36738376,100,99.59884959,
Latin America & Caribbean (excluding high income),LAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01263692028,0.02807186395,0.04692291012,0.09893758825,0.2847220996,0.5657214126,1.147998806,1.884485194,3.361207508,5.055212958,8.307617267,10.67959169,13.86144212,16.06906488,20.21599866,23.20835123,25.93090867,30.47105626,34.15003527,38.71842417,42.51234404,45.60772222,48.09442071,53.79044041,56.38747414,62.53342964,65.73945325,
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0.009657814,0.037780708,0.1110440323,0.1816644607,0.2678992413,0.3339124664,0.3614344903,0.8503574903,1.169893428,1.64,3.55,6,7,9,10.74767619,12.5,14.26,18.2,21.87,25.51043508,,
Lebanon,LBN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.071617991,0.140166939,1.241079739,2.722352199,5.376809498,7.952743736,6.783219775,7,8,9,10.14,15,18.74,22.53,30.14,43.68,52,61.24978572,70.5,73,74,76.11,78.18077489,,
Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.004489443,0.004099387,0.011328732,0.01770270572,0.03381222718,0.03271330712,0.03186893455,0.0310111848,,,0.5513765806,0.53,2,2.3,2.5,2.6,3.2,5.41,33,7.319106411,7.984479722,,
